"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/02/02","08:54","-0.077","-0.032","-"
"2020/02/02","09:00","-0.079","-0.032","-"
"2020/02/02","09:06","-0.081","-0.035","-"
"2020/02/02","09:12","-0.083","-0.036","-"
"2020/02/02","09:18","-0.085","-0.039","-"
"2020/02/02","09:24","-0.087","-0.041","-"
"2020/02/02","09:30","-0.089","-0.044","-"
"2020/02/02","09:36","-0.091","-0.047","-"
"2020/02/02","09:42","-0.093","-0.048","-"
"2020/02/02","09:48","-0.095","-0.055","-"
"2020/02/02","09:54","-0.097","-0.055","-"
"2020/02/02","10:00","-0.099","-0.063","-"
"2020/02/02","10:06","-0.101","-0.058","-"
"2020/02/02","10:12","-0.103","-0.063","-"
"2020/02/02","10:18","-0.105","-0.061","-"
"2020/02/02","10:24","-0.107","-0.065","-"
"2020/02/02","10:30","-0.109","-0.066","-"
"2020/02/02","10:36","-0.111","-0.07","-"
"2020/02/02","10:42","-0.113","-0.071","-"
"2020/02/02","10:48","-0.115","-0.074","-"
"2020/02/02","10:54","-0.117","-0.076","-"
"2020/02/02","11:00","-0.119","-0.08","-"
"2020/02/02","11:06","-0.121","-0.085","-"
"2020/02/02","11:12","-0.122","-0.088","-"
"2020/02/02","11:18","-0.124","-0.089","-"
"2020/02/02","11:24","-0.126","-0.091","-"
"2020/02/02","11:30","-0.128","-0.095","-"
"2020/02/02","11:36","-0.13","-0.096","-"
"2020/02/02","11:42","-0.132","-0.096","-"
"2020/02/02","11:48","-0.133","-0.098","-"
"2020/02/02","11:54","-0.135","-0.101","-"
"2020/02/02","12:00","-0.137","-0.103","-"
"2020/02/02","12:06","-0.138","-0.106","-"
"2020/02/02","12:12","-0.14","-0.106","-"
"2020/02/02","12:18","-0.141","-0.108","-"
"2020/02/02","12:24","-0.143","-0.11","-"
"2020/02/02","12:30","-0.144","-0.113","-"
"2020/02/02","12:36","-0.146","-0.115","-"
"2020/02/02","12:42","-0.147","-0.117","-"
"2020/02/02","12:48","-0.148","-0.117","-"
"2020/02/02","12:54","-0.15","-0.119","-"
"2020/02/02","13:00","-0.151","-0.121","-"
"2020/02/02","13:06","-0.152","-0.122","-"
"2020/02/02","13:12","-0.153","-0.127","-"
"2020/02/02","13:18","-0.154","-0.13","-"
"2020/02/02","13:24","-0.155","-0.133","-"
"2020/02/02","13:30","-0.156","-0.136","-"
"2020/02/02","13:36","-0.157","-0.136","-"
"2020/02/02","13:42","-0.158","-0.137","-"
"2020/02/02","13:48","-0.159","-0.138","-"
"2020/02/02","13:54","-0.159","-0.14","-"
"2020/02/02","14:00","-0.16","-0.141","-"
"2020/02/02","14:06","-0.16","-0.141","-"
"2020/02/02","14:12","-0.161","-0.142","-"
"2020/02/02","14:18","-0.161","-0.142","-"
"2020/02/02","14:24","-0.162","-0.142","-"
"2020/02/02","14:30","-0.162","-0.142","-"
"2020/02/02","14:36","-0.162","-0.143","-"
"2020/02/02","14:42","-0.162","-0.147","-"
"2020/02/02","14:48","-0.162","-0.15","-"
"2020/02/02","14:54","-0.162","-0.15","-"
"2020/02/02","15:00","-0.162","-0.153","-"
"2020/02/02","15:06","-0.162","-0.151","-"
"2020/02/02","15:12","-0.162","-0.152","-"
"2020/02/02","15:18","-0.162","-0.152","-"
"2020/02/02","15:24","-0.161","-0.154","-"
"2020/02/02","15:30","-0.161","-0.156","-"
"2020/02/02","15:36","-0.16","-0.158","-"
"2020/02/02","15:42","-0.16","-0.154","-"
"2020/02/02","15:48","-0.159","-0.153","-"
"2020/02/02","15:54","-0.158","-0.149","-"
"2020/02/02","16:00","-0.158","-0.152","-"
"2020/02/02","16:06","-0.157","-0.152","-"
"2020/02/02","16:12","-0.156","-0.152","-"
"2020/02/02","16:18","-0.155","-0.153","-"
"2020/02/02","16:24","-0.154","-0.15","-"
"2020/02/02","16:30","-0.153","-0.152","-"
"2020/02/02","16:36","-0.151","-0.152","-"
"2020/02/02","16:42","-0.15","-0.152","-"
"2020/02/02","16:48","-0.149","-0.148","-"
"2020/02/02","16:54","-0.147","-0.148","-"
"2020/02/02","17:00","-0.146","-0.143","-"
"2020/02/02","17:06","-0.144","-0.144","-"
"2020/02/02","17:12","-0.143","-0.139","-"
"2020/02/02","17:18","-0.141","-0.138","-"
"2020/02/02","17:24","-0.139","-0.134","-"
"2020/02/02","17:30","-0.137","-0.133","-"
"2020/02/02","17:36","-0.136","-0.132","-"
"2020/02/02","17:42","-0.134","-0.131","-"
"2020/02/02","17:48","-0.132","-0.132","-"
"2020/02/02","17:54","-0.13","-0.134","-"
"2020/02/02","18:00","-0.128","-0.134","-"
"2020/02/02","18:06","-0.126","-0.13","-"
"2020/02/02","18:12","-0.124","-0.126","-"
"2020/02/02","18:18","-0.122","-0.122","-"
"2020/02/02","18:24","-0.12","-0.117","-"
"2020/02/02","18:30","-0.118","-0.118","-"
"2020/02/02","18:36","-0.116","-0.117","-"
"2020/02/02","18:42","-0.114","-0.114","-"
"2020/02/02","18:48","-0.112","-0.11","-"
"2020/02/02","18:54","-0.11","-0.105","-"
"2020/02/02","19:00","-0.108","-0.104","-"
"2020/02/02","19:06","-0.106","-0.1","-"
"2020/02/02","19:12","-0.104","-0.086","-"
"2020/02/02","19:18","-0.102","-0.081","-"
"2020/02/02","19:24","-0.1","-0.078","-"
"2020/02/02","19:30","-0.098","-0.083","-"
"2020/02/02","19:36","-0.096","-0.076","-"
"2020/02/02","19:42","-0.094","-0.076","-"
"2020/02/02","19:48","-0.092","-0.07","-"
"2020/02/02","19:54","-0.09","-0.071","-"
"2020/02/02","20:00","-0.088","-0.068","-"
"2020/02/02","20:06","-0.086","-0.059","-"
"2020/02/02","20:12","-0.084","-0.061","-"
"2020/02/02","20:18","-0.082","-0.056","-"
"2020/02/02","20:24","-0.08","-0.058","-"
"2020/02/02","20:30","-0.079","-0.047","-"
"2020/02/02","20:36","-0.077","-0.045","-"
"2020/02/02","20:42","-0.075","-0.037","-"
"2020/02/02","20:48","-0.074","-0.036","-"
"2020/02/02","20:54","-0.072","-0.035","-"
"2020/02/02","21:00","-0.07","-0.03","-"
"2020/02/02","21:06","-0.069","-0.028","-"
"2020/02/02","21:12","-0.067","-0.021","-"
"2020/02/02","21:18","-0.066","-0.022","-"
"2020/02/02","21:24","-0.064","-0.015","-"
"2020/02/02","21:30","-0.063","-0.009","-"
"2020/02/02","21:36","-0.062","-0.01","-"
"2020/02/02","21:42","-0.06","-0.005","-"
"2020/02/02","21:48","-0.059","0.001","-"
"2020/02/02","21:54","-0.057","0.005","-"
"2020/02/02","22:00","-0.056","0.002","-"
"2020/02/02","22:06","-0.055","0.004","-"
"2020/02/02","22:12","-0.054","0.002","-"
"2020/02/02","22:18","-0.052","0.005","-"
"2020/02/02","22:24","-0.051","0.01","-"
"2020/02/02","22:30","-0.05","0.007","-"
"2020/02/02","22:36","-0.049","0.01","-"
"2020/02/02","22:42","-0.048","0.008","-"
"2020/02/02","22:48","-0.046","0.01","-"
"2020/02/02","22:54","-0.045","0.009","-"
"2020/02/02","23:00","-0.044","0.011","-"
"2020/02/02","23:06","-0.043","0.012","-"
"2020/02/02","23:12","-0.042","0.013","-"
"2020/02/02","23:18","-0.041","0.014","-"
"2020/02/02","23:24","-0.04","0.015","-"
"2020/02/02","23:30","-0.039","0.017","-"
"2020/02/02","23:36","-0.038","0.016","-"
"2020/02/02","23:42","-0.036","0.017","-"
"2020/02/02","23:48","-0.035","0.019","-"
"2020/02/02","23:54","-0.034","0.02","-"
"2020/02/03","00:00","-0.033","0.018","-"
"2020/02/03","00:06","-0.032","0.021","-"
"2020/02/03","00:12","-0.031","0.025","-"
"2020/02/03","00:18","-0.03","0.026","-"
"2020/02/03","00:24","-0.029","0.024","-"
"2020/02/03","00:30","-0.028","0.026","-"
"2020/02/03","00:36","-0.027","0.031","-"
"2020/02/03","00:42","-0.026","0.032","-"
"2020/02/03","00:48","-0.025","0.034","-"
"2020/02/03","00:54","-0.024","0.035","-"
"2020/02/03","01:00","-0.023","0.036","-"
"2020/02/03","01:06","-0.022","0.038","-"
"2020/02/03","01:12","-0.021","0.039","-"
"2020/02/03","01:18","-0.021","0.043","-"
"2020/02/03","01:24","-0.02","0.044","-"
"2020/02/03","01:30","-0.019","0.043","-"
"2020/02/03","01:36","-0.018","0.045","-"
"2020/02/03","01:42","-0.017","0.046","-"
"2020/02/03","01:48","-0.016","0.049","-"
"2020/02/03","01:54","-0.016","0.053","-"
"2020/02/03","02:00","-0.015","0.058","-"
"2020/02/03","02:06","-0.014","0.059","-"
"2020/02/03","02:12","-0.013","0.06","-"
"2020/02/03","02:18","-0.013","0.061","-"
"2020/02/03","02:24","-0.012","0.062","-"
"2020/02/03","02:30","-0.012","0.064","-"
"2020/02/03","02:36","-0.011","0.066","-"
"2020/02/03","02:42","-0.011","0.069","-"
"2020/02/03","02:48","-0.01","0.073","-"
"2020/02/03","02:54","-0.01","0.074","-"
"2020/02/03","03:00","-0.009","0.076","-"
"2020/02/03","03:06","-0.009","0.077","-"
"2020/02/03","03:12","-0.008","0.079","-"
